monsterId,monster,slug,spellId,spell,spellAuditStatus,status,issues
"srd-5.1:night-hag","夜鬼婆","night-hag","magic-missile","魔法飞弹","verified-full","verified-full",""
"srd-5.1:night-hag","夜鬼婆","night-hag","plane-shift","异界传送","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:night-hag","夜鬼婆","night-hag","ray-of-enfeeblement","衰弱射线","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:night-hag","夜鬼婆","night-hag","sleep","睡眠术","verified-full","verified-full",""
"srd-5.1:oni","鬼人","oni","darkness","黑暗术","verified-full","verified-full",""
"srd-5.1:oni","鬼人","oni","invisibility","隐形术","verified-full","verified-full",""
"srd-5.1:oni","鬼人","oni","charm-person","魅惑人类","verified-full","verified-full",""
"srd-5.1:oni","鬼人","oni","cone-of-cold","寒冰锥","verified-full","verified-full",""
"srd-5.1:oni","鬼人","oni","gaseous-form","气化形体","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:oni","鬼人","oni","sleep","睡眠术","verified-full","verified-full",""
"srd-5.1:pit-fiend","深狱炼魔","pit-fiend","detect-magic","侦测魔法","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:pit-fiend","深狱炼魔","pit-fiend","fireball","火球术","verified-full","verified-full",""
"srd-5.1:pit-fiend","深狱炼魔","pit-fiend","hold-monster","怪物定身术","verified-full","semantic-gap","包含持续、专注或命中附带效果"
"srd-5.1:pit-fiend","深狱炼魔","pit-fiend","wall-of-fire","火墙术","verified-full","verified-full",""
"srd-5.1:planetar","行星神使","planetar","detect-evil-and-good","侦测善恶","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:planetar","行星神使","planetar","invisibility","隐形术","verified-full","verified-full",""
"srd-5.1:planetar","行星神使","planetar","blade-barrier","剑刃护壁","verified-full","verified-full",""
"srd-5.1:planetar","行星神使","planetar","dispel-evil-and-good","反制善恶","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:planetar","行星神使","planetar","flame-strike","焰击术","verified-full","semantic-gap","包含多种伤害分量"
"srd-5.1:planetar","行星神使","planetar","raise-dead","死者复活","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:planetar","行星神使","planetar","commune","通神术","manual","semantic-gap","继承法术结论：manual | No core Headless spell definition."
"srd-5.1:planetar","行星神使","planetar","control-weather","操控天气","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:planetar","行星神使","planetar","insect-plague","疫病虫群","verified-full","verified-full",""
"srd-5.1:priest","祭司","priest","light","光亮术","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:priest","祭司","priest","sacred-flame","圣火术","verified-full","verified-full",""
"srd-5.1:priest","祭司","priest","thaumaturgy","奇术","verified-full","semantic-gap","效果类型 narrative-effect 尚未进入怪物核心施法白名单"
"srd-5.1:priest","祭司","priest","cure-wounds","疗伤术","verified-full","verified-full",""
"srd-5.1:priest","祭司","priest","guiding-bolt","曳光弹","verified-full","semantic-gap","包含持续、专注或命中附带效果"
"srd-5.1:priest","祭司","priest","sanctuary","庇护术","verified-full","verified-full",""
"srd-5.1:priest","祭司","priest","lesser-restoration","次级复原术","verified-full","verified-full",""
"srd-5.1:priest","祭司","priest","spiritual-weapon","灵体武器","verified-full","semantic-gap","包含持续、专注或命中附带效果"
"srd-5.1:priest","祭司","priest","dispel-magic","解除魔法","verified-full","verified-full",""
"srd-5.1:priest","祭司","priest","spirit-guardians","灵体卫士","verified-full","verified-full",""
"srd-5.1:rakshasa","罗刹","rakshasa","detect-thoughts","侦测思想","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","disguise-self","易容术","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","mage-hand","法师之手","verified-full","semantic-gap","该持续区域尚未进入怪物核心法术事务白名单"
"srd-5.1:rakshasa","罗刹","rakshasa","minor-illusion","次级幻影","verified-full","semantic-gap","效果类型 narrative-effect 尚未进入怪物核心施法白名单"
"srd-5.1:rakshasa","罗刹","rakshasa","charm-person","魅惑人类","verified-full","verified-full",""
"srd-5.1:rakshasa","罗刹","rakshasa","detect-magic","侦测魔法","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","invisibility","隐形术","verified-full","verified-full",""
"srd-5.1:rakshasa","罗刹","rakshasa","major-image","高等幻影","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","suggestion","暗示术","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","dominate-person","支配人类","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","fly","飞行术","verified-full","verified-full",""
"srd-5.1:rakshasa","罗刹","rakshasa","plane-shift","异界传送","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:rakshasa","罗刹","rakshasa","true-seeing","真知术","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:solar","太阳神使","solar","detect-evil-and-good","侦测善恶","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:solar","太阳神使","solar","invisibility","隐形术","verified-full","verified-full",""
"srd-5.1:solar","太阳神使","solar","blade-barrier","剑刃护壁","verified-full","verified-full",""
"srd-5.1:solar","太阳神使","solar","dispel-evil-and-good","反制善恶","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:solar","太阳神使","solar","resurrection","复生术","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:solar","太阳神使","solar","commune","通神术","manual","semantic-gap","继承法术结论：manual | No core Headless spell definition."
"srd-5.1:solar","太阳神使","solar","control-weather","操控天气","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","mage-hand","法师之手","verified-full","semantic-gap","该持续区域尚未进入怪物核心法术事务白名单"
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","minor-illusion","次级幻影","verified-full","semantic-gap","效果类型 narrative-effect 尚未进入怪物核心施法白名单"
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","ray-of-frost","冷冻射线","verified-full","semantic-gap","包含持续、专注或命中附带效果"
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","charm-person","魅惑人类","verified-full","verified-full",""
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","detect-magic","侦测魔法","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","sleep","睡眠术","verified-full","verified-full",""
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","detect-thoughts","侦测思想","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","hold-person","人类定身术","verified-full","verified-full",""
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","lightning-bolt","闪电束","verified-full","verified-full",""
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","water-breathing","水下呼吸","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","blight","枯萎术","verified-full","semantic-gap","构装/亡灵免疫与植物目标最大伤害尚未结构化"
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","dimension-door","任意门","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:spirit-naga","邪灵纳迦","spirit-naga","dominate-person","支配人类","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:steam-mephit","蒸汽魔蝠","steam-mephit","blur","朦胧术","verified-full","verified-full",""
"srd-5.1:storm-giant","风暴巨人","storm-giant","detect-magic","侦测魔法","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:storm-giant","风暴巨人","storm-giant","feather-fall","羽落术","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:storm-giant","风暴巨人","storm-giant","levitate","浮空术","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:storm-giant","风暴巨人","storm-giant","light","光亮术","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:storm-giant","风暴巨人","storm-giant","control-weather","操控天气","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:storm-giant","风暴巨人","storm-giant","water-breathing","水下呼吸","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:unicorn","独角兽","unicorn","detect-evil-and-good","侦测善恶","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:unicorn","独角兽","unicorn","druidcraft","德鲁伊伎俩","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:unicorn","独角兽","unicorn","pass-without-trace","行动无踪","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:unicorn","独角兽","unicorn","calm-emotions","安定心神","partial","semantic-gap","继承法术结论：partial | No core Headless spell definition."
"srd-5.1:unicorn","独角兽","unicorn","dispel-evil-and-good","反制善恶","verified-full","semantic-gap","No core Headless spell definition."
"srd-5.1:unicorn","独角兽","unicorn","entangle","纠缠术","verified-full","verified-full",""
