monsterId,monster,slug,traitIndex,trait,sourceTrait,declaredAutomation,ruleKind,battleImpact,status,issues,runtimeConsumers,directTests
"srd-5.1:brown-bear","棕熊","brown-bear","0","敏锐嗅觉","Keen Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:bugbear","熊地精","bugbear","0","蛮力","Brute","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:bugbear","熊地精","bugbear","1","突袭攻击","Surprise Attack","headless","surprise-attack","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterTriggeredAttackTraits.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:bulette","掘地鲨","bulette","0","立定跳跃","Standing Leap","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:cat","猫","cat","0","敏锐嗅觉","Keen Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:centaur","半人马","centaur","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:chain-devil","锁链魔","chain-devil","0","魔鬼视界","Devil's Sight","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:chain-devil","锁链魔","chain-devil","1","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:chuul","楚尔异怪","chuul","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:chuul","楚尔异怪","chuul","1","感知魔法","Sense Magic","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:clay-golem","黏土魔像","clay-golem","0","强酸吸收","Acid Absorption","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:clay-golem","黏土魔像","clay-golem","1","狂暴失控","Berserk","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:clay-golem","黏土魔像","clay-golem","2","不变形态","Immutable Form","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:clay-golem","黏土魔像","clay-golem","3","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:clay-golem","黏土魔像","clay-golem","4","魔法武器","Magic Weapons","headless","magic-weapons","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/mapBridge.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:cloaker","披风怪","cloaker","0","伤害转移","Damage Transfer","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:cloaker","披风怪","cloaker","1","虚假外表","False Appearance","dm-adjudication","","false","excluded-narrative-transform","","",""
"srd-5.1:cloaker","披风怪","cloaker","2","畏光","Light Sensitivity","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:cloud-giant","云巨人","cloud-giant","0","敏锐嗅觉","Keen Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:cloud-giant","云巨人","cloud-giant","1","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:couatl","羽蛇","couatl","0","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:couatl","羽蛇","couatl","1","魔法武器","Magic Weapons","headless","magic-weapons","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/mapBridge.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:couatl","羽蛇","couatl","2","心灵屏障","Shielded Mind","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:crab","螃蟹","crab","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:crocodile","鳄鱼","crocodile","0","屏息","Hold Breath","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:cult-fanatic","邪教狂信徒","cult-fanatic","0","黑暗奉献","Dark Devotion","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:cult-fanatic","邪教狂信徒","cult-fanatic","1","施法","Spellcasting","dm-adjudication","","true","delegated-to-monster-spells","","",""
"srd-5.1:cultist","邪教徒","cultist","0","黑暗奉献","Dark Devotion","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:darkmantle","暗幕怪","darkmantle","0","回声定位","Echolocation","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:darkmantle","暗幕怪","darkmantle","1","虚假外表","False Appearance","dm-adjudication","","false","excluded-narrative-transform","","",""
"srd-5.1:death-dog","死亡犬","death-dog","0","双头生物","Two-Headed","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:deep-gnome-svirfneblin","地底侏儒（斯涅布力）","deep-gnome-svirfneblin","0","岩石伪装","Stone Camouflage","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:deep-gnome-svirfneblin","地底侏儒（斯涅布力）","deep-gnome-svirfneblin","1","侏儒狡黠","Gnome Cunning","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:deep-gnome-svirfneblin","地底侏儒（斯涅布力）","deep-gnome-svirfneblin","2","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:deva","提婆","deva","0","天使武器","Angelic Weapons","headless","magic-weapons","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/mapBridge.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:deva","提婆","deva","1","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:deva","提婆","deva","2","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:dire-wolf","恐狼","dire-wolf","0","敏锐听觉与嗅觉","Keen Hearing and Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:dire-wolf","恐狼","dire-wolf","1","集群战术","Pack Tactics","headless","pack-tactics","true","verified-full","","src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:djinni","气巨灵","djinni","0","元素消亡","Elemental Demise","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:djinni","气巨灵","djinni","1","天生施法","Innate Spellcasting","dm-adjudication","","true","delegated-to-monster-spells","","",""
"srd-5.1:doppelganger","变形怪","doppelganger","0","变形生物","Shapechanger","dm-adjudication","","true","excluded-narrative-transform","","",""
"srd-5.1:doppelganger","变形怪","doppelganger","1","伏击者","Ambusher","headless","ambusher-attack-advantage","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsterTriggeredAttackTraits.test.ts"
"srd-5.1:doppelganger","变形怪","doppelganger","2","突袭攻击","Surprise Attack","headless","surprise-attack","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterTriggeredAttackTraits.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:dragon-turtle","龙龟","dragon-turtle","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:drider","蛛化精灵","drider","0","精类血统","Fey Ancestry","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:drider","蛛化精灵","drider","1","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:drider","蛛化精灵","drider","2","蛛行","Spider Climb","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:drider","蛛化精灵","drider","3","阳光敏感","Sunlight Sensitivity","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:drider","蛛化精灵","drider","4","蛛网行者","Web Walker","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:drow","卓尔","drow","0","精类血统","Fey Ancestry","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","","src/rulesets/dnd5e/mapBridge.test.ts"
"srd-5.1:drow","卓尔","drow","1","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:drow","卓尔","drow","2","阳光敏感","Sunlight Sensitivity","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:druid","德鲁伊","druid","0","施法","Spellcasting","dm-adjudication","","true","delegated-to-monster-spells","","","src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:dryad","树精","dryad","0","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:dryad","树精","dryad","1","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:dryad","树精","dryad","2","与动植物交谈","Speak with Beasts and Plants","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:dryad","树精","dryad","3","树跃","Tree Stride","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:duergar","灰矮人","duergar","0","灰矮人韧性","Duergar Resilience","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:duergar","灰矮人","duergar","1","阳光敏感","Sunlight Sensitivity","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:dust-mephit","尘土魔蝠","dust-mephit","0","死亡爆裂","Death Burst","headless","death-area-saving-throw","true","verified-full","","src/pages/maps/settleDnd5eCombatResult.ts | src/rulesets/dnd5e/combatSimulation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts","src/rulesets/dnd5e/monsterDeathAreaAndUnnervingMaskCatalog.test.ts | src/rulesets/dnd5e/monsterDeathAreaRuntime.test.ts"
"srd-5.1:dust-mephit","尘土魔蝠","dust-mephit","1","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:eagle","鹰","eagle","0","敏锐视觉","Keen Sight","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:earth-elemental","土元素","earth-elemental","0","土遁","Earth Glide","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:earth-elemental","土元素","earth-elemental","1","攻城怪物","Siege Monster","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:efreeti","火巨灵","efreeti","0","元素消亡","Elemental Demise","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:efreeti","火巨灵","efreeti","1","天生施法","Innate Spellcasting","dm-adjudication","","true","delegated-to-monster-spells","","",""
"srd-5.1:elephant","大象","elephant","0","践踏冲锋","Trampling Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:elk","麋鹿","elk","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:erinyes","欲魔","erinyes","0","地狱武器","Hellish Weapons","headless","magic-weapons","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/mapBridge.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:erinyes","欲魔","erinyes","1","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:ettercap","蜘蛛人","ettercap","0","蛛行","Spider Climb","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:ettercap","蜘蛛人","ettercap","1","蛛网感知","Web Sense","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:ettercap","蜘蛛人","ettercap","2","蛛网行者","Web Walker","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:ettin","双头巨人","ettin","0","双头","Two Heads","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:ettin","双头巨人","ettin","1","警醒","Wakeful","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:fire-elemental","火元素","fire-elemental","0","火焰形态","Fire Form","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:fire-elemental","火元素","fire-elemental","1","照明","Illumination","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:fire-elemental","火元素","fire-elemental","2","畏水","Water Susceptibility","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:flesh-golem","血肉魔像","flesh-golem","0","狂暴失控","Berserk","headless","berserk","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/tokenStatusMarkers.ts","src/components/map/EnemyDetailPanel.test.tsx | src/pages/maps/monsterStatusTokenMarks.test.ts | src/pages/maps/monsterTurnEventLog.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/tokenStatusMarkers.test.ts | src/store/characterTokenPresentation.test.ts | src/store/roomCommands.test.ts"
"srd-5.1:flesh-golem","血肉魔像","flesh-golem","1","畏火","Aversion of Fire","headless","damage-aversion","true","verified-full","","src/pages/maps/monsterStatusTokenMarks.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/tokenStatusMarkers.ts","src/components/map/EnemyDetailPanel.test.tsx | src/pages/maps/monsterStatusTokenMarks.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/tokenStatusMarkers.test.ts | src/store/roomCommands.test.ts"
"srd-5.1:flesh-golem","血肉魔像","flesh-golem","2","不变形态","Immutable Form","headless","immutable-form","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/fleshGolemHeadless.test.ts"
"srd-5.1:flesh-golem","血肉魔像","flesh-golem","3","闪电吸收","Lightning Absorption","headless","damage-absorption","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/fleshGolemHeadless.test.ts"
"srd-5.1:flesh-golem","血肉魔像","flesh-golem","4","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/rulesets/dnd5e/combatPersistentSpellBatch.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:flesh-golem","血肉魔像","flesh-golem","5","魔法武器","Magic Weapons","headless","magic-weapons","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/mapBridge.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/lib/combatLogDetails.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:flying-snake","飞蛇","flying-snake","0","掠飞","Flyby","headless","flyby","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/flyingSnakeHeadless.test.ts | src/store/characterTokenPresentation.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:flying-sword","飞剑","flying-sword","0","反魔法易感","Antimagic Susceptibility","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:flying-sword","飞剑","flying-sword","1","虚假外表","False Appearance","dm-adjudication","","false","excluded-narrative-transform","","",""
"srd-5.1:frog","青蛙","frog","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:frog","青蛙","frog","1","立定跳跃","Standing Leap","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:gargoyle","石像鬼","gargoyle","0","虚假外表","False Appearance","dm-adjudication","","false","excluded-narrative-transform","","",""
"srd-5.1:gelatinous-cube","胶质立方怪","gelatinous-cube","0","泥怪立方","Ooze Cube","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:gelatinous-cube","胶质立方怪","gelatinous-cube","1","透明","Transparent","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:ghast","尸妖","ghast","0","恶臭","Stench","headless","turn-start-saving-throw-aura","true","verified-full","","src/components/rules/Dnd5eCustomPluginBuilder.tsx | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/declarativeSubclassAbility.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterTurnStartAuraHeadless.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/turnStartSavingThrowAura.test.ts"
"srd-5.1:ghast","尸妖","ghast","1","抗拒驱散","Turn Defiance","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:ghost","幽灵","ghost","0","以太视觉","Ethereal Sight","dm-adjudication","","false","non-combat-or-narrative","","",""
