monsterId,monster,slug,section,actionId,action,kind,complexity,declaredAutomation,structuralAutomation,status,issues,directTests
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","tail","尾击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","frightful-presence","骇人威仪","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","breath-weapons","吐息武器","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","change-shape","改变形态","other","complex","dm-adjudication","non-combat","non-combat","",""
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","actions","multiattack-weapons-only","多重攻击: Weapons Only","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","legendaryActions","detect","侦测","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","legendaryActions","tail-attack","尾击攻击","weapon-attack","simple-attack","headless","headless","verified-full","",""
"srd-5.1:ancient-silver-dragon","远古银龙","ancient-silver-dragon","legendaryActions","wing-attack-costs-2-actions","翼击（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","tail","尾击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","frightful-presence","骇人威仪","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","cold-breath","寒冰吐息","other","complex","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","actions","multiattack-weapons-only","多重攻击: Weapons Only","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","legendaryActions","detect","侦测","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","legendaryActions","tail-attack","尾击攻击","weapon-attack","simple-attack","headless","headless","verified-full","",""
"srd-5.1:ancient-white-dragon","远古白龙","ancient-white-dragon","legendaryActions","wing-attack-costs-2-actions","翼击（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:androsphinx","雄性斯芬克斯","androsphinx","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/components/map/DmMonsterControlDock.test.ts | src/lib/monsterManualControl.test.ts"
"srd-5.1:androsphinx","雄性斯芬克斯","androsphinx","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/components/map/DmMonsterControlDock.test.ts | src/lib/monsterManualControl.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:androsphinx","雄性斯芬克斯","androsphinx","actions","roar","咆哮","other","complex","headless","headless","verified-full","","src/components/map/DmMonsterControlDock.test.ts | src/components/map/EnemyDetailPanel.test.tsx | src/lib/monsterManualControl.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:androsphinx","雄性斯芬克斯","androsphinx","legendaryActions","claw-attack","爪击攻击","weapon-attack","simple-attack","headless","headless","verified-full","",""
"srd-5.1:androsphinx","雄性斯芬克斯","androsphinx","legendaryActions","teleport-costs-2-actions","传送（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterTeleportInvisibility.test.ts"
"srd-5.1:androsphinx","雄性斯芬克斯","androsphinx","legendaryActions","cast-a-spell-costs-3-actions","施展法术（消耗 3 动作）","other","complex","dm-adjudication","dm-adjudication","manual","","src/rulesets/dnd5e/monsterCoreSpellAction.test.ts"
"srd-5.1:animated-armor","活化护甲","animated-armor","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:animated-armor","活化护甲","animated-armor","actions","slam","猛击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:ankheg","安赫格掘穴虫","ankheg","actions","bite","啃咬","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessActionTransaction.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterBasicAction.test.ts | src/rulesets/dnd5e/monsterMoveAction.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/playerBasicAction.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:ankheg","安赫格掘穴虫","ankheg","actions","acid-spray","强酸喷射","other","complex","headless","headless","verified-full","","src/pages/maps/monsterTurnEventLog.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAreaAction.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:ape","猿","ape","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:ape","猿","ape","actions","fist","拳击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:ape","猿","ape","actions","rock","投石","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:archmage","大法师","archmage","actions","dagger","匕首","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:assassin","刺客","assassin","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:assassin","刺客","assassin","actions","shortsword","短剑","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:assassin","刺客","assassin","actions","light-crossbow","轻弩","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:awakened-shrub","觉醒灌木","awakened-shrub","actions","rake","撕抓","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:awakened-tree","觉醒树木","awakened-tree","actions","slam","猛击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:axe-beak","斧喙鸟","axe-beak","actions","beak","喙击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:azer","艾泽","azer","actions","warhammer","战锤","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts"
"srd-5.1:azer","艾泽","azer","actions","warhammer-two-handed","战锤 (Two-Handed)","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts"
"srd-5.1:baboon","狒狒","baboon","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:badger","獾","badger","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:balor","巴洛炎魔","balor","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts | src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:balor","巴洛炎魔","balor","actions","longsword","长剑","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts | src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:balor","巴洛炎魔","balor","actions","whip","长鞭","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts"
"srd-5.1:balor","巴洛炎魔","balor","actions","teleport","传送","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterTeleportInvisibility.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bandit","强盗","bandit","actions","scimitar","弯刀","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:bandit","强盗","bandit","actions","light-crossbow","轻弩","weapon-attack","simple-attack","headless","headless","verified-full","",""
"srd-5.1:bandit-captain","强盗头目","bandit-captain","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:bandit-captain","强盗头目","bandit-captain","actions","scimitar","弯刀","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bandit-captain","强盗头目","bandit-captain","actions","dagger","匕首","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:bandit-captain","强盗头目","bandit-captain","actions","multiattack-daggers-ranged","多重攻击：匕首 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:bandit-captain","强盗头目","bandit-captain","reactions","parry","招架","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterParryHeadless.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:barbed-devil","针刺魔","barbed-devil","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:barbed-devil","针刺魔","barbed-devil","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:barbed-devil","针刺魔","barbed-devil","actions","tail","尾击","weapon-attack","simple-attack","headless","headless","verified-full","","src/lib/combatLogDetails.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:barbed-devil","针刺魔","barbed-devil","actions","hurl-flame","投掷火焰","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:barbed-devil","针刺魔","barbed-devil","actions","multiattack-hurl-flame","多重攻击：投掷火焰 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:basilisk","石化蜥蜴","basilisk","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bat","蝙蝠","bat","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bearded-devil","须魔","bearded-devil","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:bearded-devil","须魔","bearded-devil","actions","beard","胡须","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterConditionalOnHitBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bearded-devil","须魔","bearded-devil","actions","glaive","长柄刀","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:behir","贝希摩斯","behir","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:behir","贝希摩斯","behir","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:behir","贝希摩斯","behir","actions","constrict","缠勒","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:behir","贝希摩斯","behir","actions","lightning-breath","闪电吐息","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:behir","贝希摩斯","behir","actions","swallow","吞咽","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:berserker","狂战士","berserker","actions","greataxe","巨斧","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:black-bear","黑熊","black-bear","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:black-bear","黑熊","black-bear","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:black-bear","黑熊","black-bear","actions","claws","双爪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:black-dragon-wyrmling","黑龙雏龙","black-dragon-wyrmling","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:black-dragon-wyrmling","黑龙雏龙","black-dragon-wyrmling","actions","acid-breath","强酸吐息","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:black-pudding","黑布丁","black-pudding","actions","pseudopod","伪足","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:black-pudding","黑布丁","black-pudding","reactions","split","分裂","other","complex","dm-adjudication","dm-adjudication","manual","",""
"srd-5.1:blink-dog","闪现犬","blink-dog","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:blink-dog","闪现犬","blink-dog","actions","teleport","传送","other","complex","dm-adjudication","dm-adjudication","manual","","src/components/map/DmMonsterControlDock.test.ts | src/rulesets/dnd5e/monsterTeleportInvisibility.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:blood-hawk","血鹰","blood-hawk","actions","beak","喙击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:blue-dragon-wyrmling","蓝龙雏龙","blue-dragon-wyrmling","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:blue-dragon-wyrmling","蓝龙雏龙","blue-dragon-wyrmling","actions","lightning-breath","闪电吐息","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:boar","野猪","boar","actions","tusk","獠牙","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:bone-devil","骨魔","bone-devil","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:bone-devil","骨魔","bone-devil","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bone-devil","骨魔","bone-devil","actions","sting","螫刺","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:brass-dragon-wyrmling","黄铜龙雏龙","brass-dragon-wyrmling","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:brass-dragon-wyrmling","黄铜龙雏龙","brass-dragon-wyrmling","actions","breath-weapons","吐息武器","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:bronze-dragon-wyrmling","青铜龙雏龙","bronze-dragon-wyrmling","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bronze-dragon-wyrmling","青铜龙雏龙","bronze-dragon-wyrmling","actions","breath-weapons","吐息武器","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:brown-bear","棕熊","brown-bear","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:brown-bear","棕熊","brown-bear","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/activities/dnd5eActivityHeadlessAuthorityBridge.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:brown-bear","棕熊","brown-bear","actions","claws","双爪","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:bugbear","熊地精","bugbear","actions","morningstar","晨星锤","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:bugbear","熊地精","bugbear","actions","javelin","标枪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:bulette","掘地鲨","bulette","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:bulette","掘地鲨","bulette","actions","deadly-leap","致命飞跃","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterAreaAction.test.ts"
"srd-5.1:camel","骆驼","camel","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:cat","猫","cat","actions","claws","双爪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:centaur","半人马","centaur","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCentaurHeadless.test.ts"
"srd-5.1:centaur","半人马","centaur","actions","pike","长枪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCentaurHeadless.test.ts"
"srd-5.1:centaur","半人马","centaur","actions","hooves","蹄击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCentaurHeadless.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:centaur","半人马","centaur","actions","longbow","长弓","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCentaurHeadless.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:centaur","半人马","centaur","actions","multiattack-longbow","多重攻击：长弓 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCentaurHeadless.test.ts"
"srd-5.1:chain-devil","锁链魔","chain-devil","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
