"ID","名称","分类","魔法类别","声明自动化","实际路径","法术委托","动作数","资源池数"
"srd-5.1:magic-item:boots-of-speed","速度之靴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:boots-of-striding-and-springing","大步奔跃之靴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:boots-of-the-winterlands","冬境之靴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bowl-of-commanding-water-elementals","控水元素之碗","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bracers-of-archery","箭术护腕","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bracers-of-defense","防御护腕","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:brazier-of-commanding-fire-elementals","控火元素火盆","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:brooch-of-shielding","屏障胸针","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:broom-of-flying","飞行扫帚","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:candle-of-invocation","祈神蜡烛","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cape-of-the-mountebank","江湖骗子斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:carpet-of-flying","飞毯","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:censer-of-controlling-air-elementals","控气元素香炉","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:chime-of-opening","开门钟琴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:circlet-of-blasting","爆破头环","magic-item","wondrous-item","headless","委托法术链路","scorching-ray:spell-attack","1","1"
"srd-5.1:magic-item:cloak-of-arachnida","蛛行斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cloak-of-displacement","移位斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cloak-of-elvenkind","精灵斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cloak-of-protection","防护斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cloak-of-the-bat","蝙蝠斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cloak-of-the-manta-ray","蝠鲼斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:crystal-ball","水晶球","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cube-of-force","力场魔方","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:cubic-gate","位面门方块","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dagger-of-venom","剧毒匕首","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dancing-sword","舞空剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:decanter-of-endless-water","无尽水瓶","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:deck-of-illusions","幻象牌组","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:deck-of-many-things","万象无常牌","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:defender","卫士之剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:demon-armor","恶魔护甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dimensional-shackles","次元镣铐","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dragon-scale-mail","龙鳞甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dragon-slayer","屠龙武器","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dust-of-disappearance","隐形粉","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dust-of-dryness","干燥粉","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dust-of-sneezing-and-choking","喷嚏窒息粉","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dwarven-plate","矮人板甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:dwarven-thrower","矮人投锤","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:efficient-quiver","高效箭袋","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:efreeti-bottle","火巨灵之瓶","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:elemental-gem","元素宝石","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:elven-chain","精灵链甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:eversmoking-bottle","永烟瓶","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:eyes-of-charming","魅惑之眼","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:eyes-of-minute-seeing","微观之眼","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:eyes-of-the-eagle","鹰眼镜","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:feather-token","羽毛徽记","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:figurine-of-wondrous-power","奇物塑像","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:flame-tongue","焰舌武器","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:folding-boat","折叠船","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:frost-brand","霜铭武器","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:gauntlets-of-ogre-power","食人魔力量护手","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:gem-of-brightness","光明宝石","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:gem-of-seeing","真视宝石","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:giant-slayer","巨人杀手","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:glamoured-studded-leather-armor","魅影镶钉皮甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:gloves-of-missile-snaring","飞弹诱捕手套","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:gloves-of-swimming-and-climbing","游泳攀爬手套","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:goggles-of-night","夜视镜","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:hammer-of-thunderbolts","雷霆之锤","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:handy-haversack","便利背包","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:hat-of-disguise","易容帽","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:headband-of-intellect","智力头带","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:helm-of-brilliance","辉煌头盔","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:helm-of-comprehending-languages","通晓语言头盔","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:helm-of-telepathy","心灵感应头盔","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:helm-of-teleportation","传送头盔","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:holy-avenger","神圣复仇者","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:horn-of-blasting","爆破号角","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:horn-of-valhalla","英灵殿号角","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:horseshoes-of-a-zephyr","轻风马蹄铁","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:horseshoes-of-speed","速度马蹄铁","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:immovable-rod","不动权杖","magic-item","rod","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:instant-fortress","即时堡垒","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ioun-stone","艾恩石","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:iron-bands-of-binding","束缚铁带","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:iron-flask","铁烧瓶","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:javelin-of-lightning","闪电标枪","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:lantern-of-revealing","显形提灯","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:luck-blade","幸运之刃","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:mace-of-disruption","破坏硬头锤","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:mace-of-smiting","重击硬头锤","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:mace-of-terror","恐惧硬头锤","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:mantle-of-spell-resistance","法术抗力斗篷","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:manual-of-bodily-health","强身手册","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:manual-of-gainful-exercise","健体手册","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:manual-of-golems","魔像手册","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:manual-of-quickness-of-action","敏捷动作手册","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:marvelous-pigments","神奇颜料","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:medallion-of-thoughts","读心徽章","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:mirror-of-life-trapping","囚命镜","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:mithral-armor","秘银护甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:necklace-of-adaptation","适应项链","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:necklace-of-fireballs","火球项链","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:necklace-of-prayer-beads","祈祷珠项链","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:nine-lives-stealer","九命夺魂剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:oathbow","誓言弓","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:oil-of-etherealness","以太化油","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:oil-of-sharpness","锐锋油","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:oil-of-slipperiness","滑溜油","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:pearl-of-power","法力珍珠","magic-item","wondrous-item","headless","库存恢复法术位","","1","1"
"srd-5.1:magic-item:periapt-of-health","健康护符（疾病免疫）","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:periapt-of-proof-against-poison","防毒护符","magic-item","wondrous-item","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:periapt-of-wound-closure","创伤闭合护符","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:philter-of-love","爱情灵药","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:pipes-of-haunting","恐惧排箫","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:pipes-of-the-sewers","下水道排箫","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:plate-armor-of-etherealness","以太化板甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:portable-hole","便携洞穴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-animal-friendship","动物交谈药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-clairvoyance","鹰眼术药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-climbing","攀爬药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:potion-of-diminution","缩小药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-flying","飞行药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-gaseous-form","气化形体药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-giant-strength","巨人力量药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-growth","变巨药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-heroism","英雄气概药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-invisibility","隐形药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:potion-of-mind-reading","读心药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-poison","毒药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-resistance","抗性药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-speed","加速药水","consumable","potion","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:potion-of-water-breathing","水下呼吸药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:restorative-ointment","复原软膏","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-animal-influence","动物影响戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-djinni-summoning","巨灵召唤戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-elemental-command","元素统御戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-evasion","闪避戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-feather-falling","羽落戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:ring-of-free-action","行动自如戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:ring-of-invisibility","隐形戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-jumping","跳跃戒指","magic-item","ring","headless","委托法术链路","jump:active-effect","1","0"
"srd-5.1:magic-item:ring-of-mind-shielding","心灵屏障戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-protection","防护戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:ring-of-regeneration","再生戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-resistance","抗性戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-shooting-stars","流星戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-spell-storing","法术储存戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-spell-turning","法术反转戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-swimming","游泳戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-telekinesis","心灵遥控戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-the-ram","公羊戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-three-wishes","三愿戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-warmth","温暖戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ring-of-water-walking","水上行走戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:ring-of-x-ray-vision","透视戒指","magic-item","ring","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:robe-of-eyes","多眼法袍","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:robe-of-scintillating-colors","闪光法袍","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:robe-of-stars","星辰法袍","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:robe-of-the-archmagi","大法师之袍","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:robe-of-useful-items","实用物品法袍","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rod-of-absorption","吸收权杖","magic-item","rod","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rod-of-alertness","警戒权杖","magic-item","rod","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rod-of-lordly-might","君王伟力权杖","magic-item","rod","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rod-of-rulership","统治权杖","magic-item","rod","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rod-of-security","安全权杖","magic-item","rod","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rope-of-climbing","攀爬绳","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:rope-of-entanglement","纠缠绳","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:scarab-of-protection","防护圣甲虫","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:scimitar-of-speed","迅捷弯刀","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:shield-of-missile-attraction","飞弹吸引盾","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:slippers-of-spider-climbing","蛛行便鞋","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:sovereign-glue","至高胶","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:spellguard-shield","法术防卫盾","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:sphere-of-annihilation","湮灭法球","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:staff-of-charming","魅惑法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-fire","火焰法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-frost","寒霜法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-healing","医疗法杖","magic-item","staff","headless","委托法术链路；装备或被动数值","cure-wounds:healing；cure-wounds:healing；cure-wounds:healing；cure-wounds:healing；lesser-restoration:remove-condition；mass-cure-wounds:healing","6","1"
"srd-5.1:magic-item:staff-of-power","强能法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-striking","打击法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-swarming-insects","虫群法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-the-magi","大法师之杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-the-python","巨蟒法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-the-woodlands","林地法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-thunder-and-lightning","雷电法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:staff-of-withering","枯萎法杖","magic-item","staff","dm-adjudication","装备或被动数值","","0","0"
"srd-5.1:magic-item:stone-of-controlling-earth-elementals","控土元素石","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:stone-of-good-luck-luckstone","幸运石","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:sun-blade","阳炎剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:sword-of-life-stealing","夺命剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:sword-of-sharpness","锐锋剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:sword-of-wounding","创伤剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:talisman-of-pure-good","纯善护符","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:talisman-of-the-sphere","法球护符","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:talisman-of-ultimate-evil","极恶护符","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:tome-of-clear-thought","清晰思维宝典","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:tome-of-leadership-and-influence","领导与影响宝典","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:tome-of-understanding","通达宝典","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:trident-of-fish-command","控鱼三叉戟","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:universal-solvent","万能溶剂","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:vicious-weapon","凶暴武器","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:vorpal-sword","斩首剑","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-binding","束缚魔杖","magic-item","wand","dm-adjudication","委托法术链路","hold-person:saving-throw；hold-monster:saving-throw","2","1"
"srd-5.1:magic-item:wand-of-enemy-detection","侦敌魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-fear","恐惧魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-fireballs","火球魔杖","magic-item","wand","headless","委托法术链路","fireball:saving-throw；fireball:saving-throw；fireball:saving-throw；fireball:saving-throw；fireball:saving-throw；fireball:saving-throw；fireball:saving-throw","7","1"
"srd-5.1:magic-item:wand-of-lightning-bolts","闪电束魔杖","magic-item","wand","headless","委托法术链路","lightning-bolt:saving-throw；lightning-bolt:saving-throw；lightning-bolt:saving-throw；lightning-bolt:saving-throw；lightning-bolt:saving-throw；lightning-bolt:saving-throw；lightning-bolt:saving-throw","7","1"
"srd-5.1:magic-item:wand-of-magic-detection","魔法侦测魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-magic-missiles","魔法飞弹魔杖","magic-item","wand","headless","委托法术链路","magic-missile:automatic-damage；magic-missile:automatic-damage；magic-missile:automatic-damage；magic-missile:automatic-damage；magic-missile:automatic-damage；magic-missile:automatic-damage；magic-missile:automatic-damage","7","1"
"srd-5.1:magic-item:wand-of-paralysis","麻痹魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-polymorph","变形魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-secrets","秘密探测魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-the-war-mage","+1、+2 或 +3 战法师魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wand-of-web","蛛网魔杖","magic-item","wand","headless","委托法术链路","web:persistent-area","1","1"
"srd-5.1:magic-item:wand-of-wonder","奇迹魔杖","magic-item","wand","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:well-of-many-worlds","万界之井","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:wind-fan","风扇","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
